28.069008 11.249166
19.654589 22.196920
14.252063 7.239053

28.633823 12.292907 19.235598 18.823492 12.592678 3.948273 
26.052284 19.234270 18.743282 24.418528 10.458279 5.078588 
26.130377 12.850240 22.535856 21.906000 10.845601 13.083977 
26.455097 8.574337 18.511803 20.898256 14.739879 4.883637 
28.733614 10.599995 23.665422 25.562561 14.357016 6.407752 
28.550997 10.792174 15.249710 18.156441 20.529245 7.550764 
29.843285 10.751228 20.759161 25.732025 9.862355 9.238699 
29.386349 10.359576 22.475607 19.885624 14.946790 11.217808 
28.227690 11.757756 22.867130 25.741074 14.902649 10.882385 
28.538338 19.813602 18.626719 26.148878 11.498481 5.557252 
23.947056 8.374683 20.750635 24.407253 13.187488 6.842857 
28.845385 11.675117 22.477848 25.658518 16.712572 6.494166 
28.240320 6.265765 18.270994 16.920401 12.141680 9.390920 
24.723717 8.320883 22.146622 22.992455 11.246556 7.748080 
26.633812 6.446450 13.803344 20.392096 18.239250 9.086374 
30.953035 9.323502 21.829857 21.131969 16.259020 7.211296 
31.116953 12.879289 23.409569 22.789968 14.732009 6.460821 
20.959503 12.602968 17.141291 23.852451 14.999218 8.711921 
27.956499 13.609019 18.733019 22.014162 15.527146 10.999743 
31.872864 8.943518 18.358654 24.653770 8.360085 10.208816 
26.097677 16.264061 24.531662 23.721464 12.468403 6.878686 
26.388678 11.445029 20.422182 25.463303 14.714397 3.323504 
24.513933 7.059963 18.509027 22.554037 18.467571 4.957978 
29.366932 10.861627 17.426935 22.157187 14.995366 8.656789 
31.595938 14.901086 19.876196 26.168688 12.279941 6.107559 
27.047731 18.721298 17.749092 27.143915 17.660381 4.754192 
24.668179 13.485799 21.459522 22.727383 13.219142 7.327538 
30.785263 15.390684 23.087008 21.896502 11.119055 6.156090 
25.330399 12.283073 18.255594 22.551985 12.758935 11.746021 
24.778790 12.417658 15.977521 20.013983 17.043211 8.389001 
31.640587 12.987787 17.524673 20.441366 14.605970 4.453372 
29.095758 11.579761 22.153564 18.537165 14.559906 8.431289 
32.779095 15.358913 20.257149 25.212011 13.068298 10.726461 
35.030907 6.639762 21.238081 25.346832 16.072897 6.441304 
26.896448 16.172876 14.700457 27.644926 8.433315 7.357404 
32.441208 13.260548 18.330910 24.867006 14.426729 3.567520 
19.391371 12.997995 15.806515 19.831161 15.215398 5.320875 
28.895748 9.814054 20.318626 23.252077 7.718215 7.693003 
27.068031 10.696910 16.536890 22.733471 15.396071 5.993648 
32.208397 16.384439 25.096729 21.963247 11.924290 10.051946 
26.491650 6.049950 20.415474 22.120098 10.869869 5.957185 
26.589045 10.089059 18.382231 22.843460 14.501829 10.078506 
26.485561 12.192287 19.841579 19.588705 13.052887 9.544924 
24.927652 12.940019 17.671413 26.235970 15.761093 6.421089 
31.238827 18.318321 19.240604 25.089767 11.164451 6.369447 
28.939318 12.142779 18.180834 20.816853 12.375098 5.505887 
27.630131 10.561348 22.605457 19.463205 14.375712 7.359557 
27.850735 13.993544 15.209973 21.950428 14.728844 5.261156 
30.143599 11.337689 15.328620 22.779089 8.273642 8.736053 
30.769220 12.207006 19.299946 24.585787 17.362402 4.612987 
32.244652 10.282434 17.320114 19.385283 12.901281 2.647302 
24.538588 11.602779 17.704199 17.823856 18.038988 7.197000 
32.762169 13.371628 17.284149 17.552122 8.941116 7.436787 
22.792772 10.254848 22.606411 20.504032 16.266470 4.143282 
29.497095 8.332836 20.680696 21.482531 7.318890 12.883151 
25.626740 11.106087 21.263109 27.102179 13.899856 5.798704 
29.959078 5.556306 17.444815 18.728331 13.491052 3.413284 
